 ,Instrument Date,District,Property,Floor,Unit,Area,Price,Price/sq.ft.,Source,
 ,29/11/2018,Jordan,"Shop 02 on G/F, , National Court, No.0240-0252 Nathan Road, Jordan, Kowloon",-,-,Approx. 500 sq.ft.,"For Rent $180,000",@$360,Market,Latest Stock
 ,29/11/2018,Wan Chai,"Shop F on G/F, , No.0106-0114 Wan Chai Road, Wan Chai, Hong Kong",-,-,Approx. 400 sq.ft.,"For Rent $68,000",@$170,Land Registry,Latest Stock
 ,29/11/2018,Tai Po,"Shop 09 on G/F, G/F, Greenery Plaza, No.0003 Chui Yi Street, Tai Po, New Territories",-,-,Approx. 584 sq.ft.,"For Rent $55,500",@$95,Land Registry,Latest Stock
 ,29/11/2018,Sheung Wan,"No. 0235-0237, 235 Wing Lok Street Trade Centre, Wing Lok Street, Sheung Wan, Hong Kong",20,B,Approx. 769 sq.ft.,"For Rent $19,994",@$26,Market,Latest Stock
 ,18/11/2018,Fo Tan,"No. 0019-0025, Universal Industrial Centre, Shan Mei Street, Fo Tan, New Territories",4,H,"Approx. 1,396 sq.ft.","For Rent $13,960",@$10,Market,Latest Stock
 ,17/11/2018,Mong Kok,"Shop  on G/F, & M/F, No.0027 Tung Choi Street, Mong Kok, Kowloon",-,-,"Approx. 1,200 sq.ft.","For Rent $75,000",@$63,Market,Latest Stock
 ,17/11/2018,Yuen Long,"Shop 01 on G/F, , Kin Fai Bldg, No.0069 Fung Cheung Road, Yuen Long, New Territories",-,-,Approx. 744 sq.ft.,"For Rent $120,000",@$161,Market,Latest Stock
 ,17/11/2018,Kwai Chung,"No. 0088, Ever Gain Plaza Tower 1, Container Port Road, Kwai Chung, New Territories",16,7,"Approx. 2,654 sq.ft.","For Rent $45,118",@$17,Market,Latest Stock
 ,17/11/2018,Yuen Long,"Shop D on G/F, , Po Fai Bldg, No.0070-0074 Yuen Long On Ning Road, Yuen Long, New Territories",-,-,Approx. 500 sq.ft.,"For Rent $42,000",@$84,Market,Latest Stock
 ,17/11/2018,Tin Shui Wai,"Shop 3020 on 3/F, One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,Approx. 284 sq.ft.,"For Rent $14,000",@$49,Market,Latest Stock
 ,17/11/2018,Tin Shui Wai,"Shop 3061 on 3/F, One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,Approx. 136 sq.ft.,"For Rent $10,000",@$74,Market,Latest Stock
 ,17/11/2018,Kwai Chung,"No. 0088, Ever Gain Plaza Tower 1, Container Port Road, Kwai Chung, New Territories",16,6,"Approx. 2,038 sq.ft.","For Rent $34,646",@$17,Market,Latest Stock
 ,17/11/2018,Tin Shui Wai,"Shop 1067 on 1/F, One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,Approx. 188 sq.ft.,"For Rent $12,000",@$64,Market,Latest Stock
 ,17/11/2018,Kwai Chung,"No. 0088, Ever Gain Plaza Tower 1, Container Port Road, Kwai Chung, New Territories",16,8,"Approx. 2,079 sq.ft.","For Rent $35,343",@$17,Market,Latest Stock
 ,17/11/2018,Tin Shui Wai,"Shop 2091 on , One Sky Mall, No.0008 Tin Sau Road, Tin Shui Wai, New Territories",-,-,Approx. 202 sq.ft.,"For Rent $12,000",@$59,Market,Latest Stock
 ,17/11/2018,Kwai Fong,"Shop C0050-8 on 2/F(L4), Kwai Chung Plaza (C), No.0007-0011 Kwai Foo Road, Kwai Fong, New Territories",-,-,Approx. 300 sq.ft.,"For Rent $49,000",@$163,Market,Latest Stock
 ,17/11/2018,Ap Lei Chau,"No. 0002, Oceanic Industrial Centre, Lee Lok Street, Ap Lei Chau, Hong Kong",14,17,"Approx. 1,018 sq.ft.","For Rent $14,000",@$14,Market,Latest Stock
 ,17/11/2018,Ap Lei Chau,"No. 0002, Oceanic Industrial Centre, Lee Lok Street, Ap Lei Chau, Hong Kong",21,22,"Approx. 1,067 sq.ft.","For Rent $15,000",@$14,Market,Latest Stock
 ,17/11/2018,Kwai Chung,"No. 0088, Ever Gain Plaza Tower 1, Container Port Road, Kwai Chung, New Territories",16,5,"Approx. 2,213 sq.ft.","For Rent $37,621",@$17,Market,Latest Stock
