 ,Instrument Date,District,Property,Floor,Unit,Area,Price,Price/sq.ft.,Source,
 ,12/12/2018,Cheung Sha Wan,"No. 702-704, Hop Hing Industrial Building, Castle Peak Road, Cheung Sha Wan, Kowloon",7,B08,Approx. 188 sq.ft.,"For Rent $4,000",@$21,Market,Latest Stock
 ,12/12/2018,Fo Tan,"No. 0014-0024, Kin Ho Industrial Building Block 1, Au Pui Wan Street, Fo Tan, New Territories",G,B(05),Approx. 436 sq.ft.,"For Rent $23,000",@$53,Market,Latest Stock
 ,12/12/2018,Tsuen Wan,"No. 45-53, Superluck Industrial Centre I, Sha Tsui Road, Tsuen Wan, New Territories",6,F,"Approx. 1,445 sq.ft.","For Rent $8,300",@$6,Market,Latest Stock
 ,12/12/2018,Kwun Tong,"No. 0151, Kwong Sang Hong Centre, Hoi Bun Road, Kwun Tong, Kowloon",15,12,"Approx. 1,243 sq.ft.","For Rent $27,346",@$22,Market,Latest Stock
 ,12/12/2018,Site-Fanling/SheungShiu,"No. , D.D.83, Kwan Tei, Site-Fanling/SheungShiu, New Territories",F,"75-77,91,93","Approx. 37,059 sq.ft.","For Rent $180,000",@$5,Market,Latest Stock
 ,12/12/2018,Hung Hom,"No. 0047-0053, Kaiser Estate Phase II, Man Yue Street, Hung Hom, Kowloon",1,G(01B),"Approx. 1,058 sq.ft.","For Rent $27,508",@$26,Market,Latest Stock
 ,12/12/2018,Hung Hom,"No. 0047-0053, Kaiser Estate Phase II, Man Yue Street, Hung Hom, Kowloon",1,G(02B),Approx. 400 sq.ft.,"For Rent $8,800",@$22,Market,Latest Stock
 ,12/12/2018,Yau Tong,"No. 0007, Ko Fai Industrial Building, Ko Fai Road, Yau Tong, Kowloon",7,A01,"Approx. 11,380 sq.ft.","For Rent $127,456",@$11,Land Registry,Latest Stock
 ,12/12/2018,Tsuen Wan,"No. 168, Global Gateway, Yeung Uk Road, Tsuen Wan, New Territories",11,1,"Approx. 16,660 sq.ft.","For Rent $258,230",@$16,Land Registry,Latest Stock
 ,12/12/2018,Kwun Tong,"No. 0010, TG Place, Shing Yip Street, Kwun Tong, Kowloon",30,E01,Approx. 831 sq.ft.,"For Rent $24,930",@$30,Market,Latest Stock
 ,12/12/2018,Tsim Sha Tsui East,"No. 0067, Peninsula Centre, Mody Road, Tsim Sha Tsui East, Kowloon",3,24,Approx. 382 sq.ft.,"For Rent $13,752",@$36,Market,Latest Stock
 ,12/12/2018,Cheung Sha Wan,"No. 912-914, Trust Centre, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",12,3,Approx. 653 sq.ft.,"For Rent $16,978",@$26,Market,Latest Stock
 ,12/12/2018,Kwai Chung,"No. 2-6, Favor Industrial Centre, Kin Hong Street, Kwai Chung, New Territories",7,2,"Approx. 1,084 sq.ft.","For Rent $11,924",@$11,Market,Latest Stock
 ,12/12/2018,Kwun Tong,"No. 0017, Fat Lee Industrial Building, Hung To Road, Kwun Tong, Kowloon",2,(06),Approx. 395 sq.ft.,"For Rent $7,110",@$18,Market,Latest Stock
 ,12/12/2018,Kwai Chung,"No. 78-84, Fabrico Industrial Building, Kwai Cheong Road, Kwai Chung, New Territories",5,3,"Approx. 1,088 sq.ft.","For Rent $15,232",@$14,Market,Latest Stock
 ,12/12/2018,San Po Kong,"No. 0029, Winning Centre, Tai Yau Street, San Po Kong, Kowloon",14,3,Approx. 579 sq.ft.,"For Rent $8,400",@$15,Market,Latest Stock
 ,12/12/2018,Kwun Tong,"No. 0020, East Sun Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",10,1038,Approx. 203 sq.ft.,"For Rent $3,880",@$19,Market,Latest Stock
 ,12/12/2018,Cheung Sha Wan,"No. 11, Sterling Centre, Cheung Yue Street, Cheung Sha Wan, Kowloon",1,01-06,"Approx. 2,844 sq.ft.","For Rent $65,412",@$23,Market,Latest Stock
