 ,Instrument Date,District,Property,Floor,Unit,Area,Price,Price/sq.ft.,Source,
 ,20/03/2019,Shatin,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shatin, New Territories",2,231,"Approx. 1,302 sq.ft.","For Rent $46,872",@$36,Market,Latest Stock
 ,20/03/2019,Shatin,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shatin, New Territories",1,115,"Approx. 1,784 sq.ft.","For Rent $76,712",@$43,Market,Latest Stock
 ,20/03/2019,Sheung Wan,"No. 0216, Sam Cheong Building, Des Voeux Road Central, Sheung Wan, Hong Kong",5,WF,"Approx. 1,251 sq.ft.","For Rent $37,530",@$30,Market,Latest Stock
 ,20/03/2019,Central,"No. 0044, Wyndham Place, Wyndham Street, Central, Hong Kong",27,A+B,"Approx. 1,815 sq.ft.","For Rent $90,750",@$50,Market,Latest Stock
 ,20/03/2019,Mong Kok,"No. 0002, Ho King Commercial Centre, Fa Yuen Street, Mong Kok, Kowloon",14,11B,Approx. 270 sq.ft.,"For Rent $8,910",@$33,Market,Latest Stock
 ,20/03/2019,Cheung Sha Wan,"No. 0650, China Shipbuilding Tower, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",20,4,"Approx. 1,134 sq.ft.","For Rent $31,752",@$28,Market,Latest Stock
 ,20/03/2019,Kwai Chung,"No. 12-14, Wah Sing Industrial Building, Wah Sing Street, Kwai Chung, New Territories",11,01(07),Approx. 175 sq.ft.,"For Rent $6,000",@$34,Market,Latest Stock
 ,20/03/2019,Kwun Tong,"No. 0448-0458, Kwun Tong Industrial Centre Block 3, Kwun Tong Road, Kwun Tong, Kowloon",7,G,"Approx. 1,117 sq.ft.","For Rent $20,000",@$18,Market,Latest Stock
 ,20/03/2019,Tuen Mun,"No. 5, Kwong Kin Trade Centre, Kin Fat Street, Tuen Mun, New Territories",29,8,"Approx. 1,132 sq.ft.","For Rent $12,678",@$11,Market,Latest Stock
 ,20/03/2019,Kwun Tong,"Shop  26 on , Yue Man Centre, No.0300-0302 Ngau Tau Kok Road, Kwun Tong, Kowloon",-,-,Approx. 479 sq.ft.,"For Rent $48,000",@$100,Market,Latest Stock
 ,20/03/2019,Wan Chai,"No. 0001, One Hennessy, Hennessy Road, Wan Chai, Hong Kong",20-21,WF,"Approx. 24,268 sq.ft.",For Rent $2.12M,@$87,Land Registry,Latest Stock
 ,20/03/2019,Tsim Sha Tsui Central,"No. 0180, Bowa House, Nathan Road, Tsim Sha Tsui Central, Kowloon",13-14,WF,"Approx. 3,308 sq.ft.","For Rent $79,392",@$24,Market,Latest Stock
 ,08/03/2019,Kwun Tong,"No. 0031, Hing Yip Centre, Hing Yip Street, Kwun Tong, Kowloon",2,A(06),Approx. 180 sq.ft.,"For Rent $4,200",@$23,Market,Latest Stock
 ,08/03/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",20,C,Approx. 725 sq.ft.,"For Rent $22,000",@$30,Market,Latest Stock
 ,08/03/2019,Sham Shui Po,"Shop C on G/F, , No.0019-0023 Cedar Street, Sham Shui Po, Kowloon",-,-,"Approx. 2,300 sq.ft.","For Rent $70,000",@$30,Market,Latest Stock
 ,08/03/2019,Sheung Wan,"Shop C (188) on G/F, , No.0186-0190A Hollywood Road, Sheung Wan, Hong Kong",-,-,"Approx. 1,100 sq.ft.","For Rent $75,000",@$68,Market,Latest Stock
 ,08/03/2019,Causeway Bay,"Shop  on G/F, , No.0526 Jaffe Road, Causeway Bay, Hong Kong",-,-,Approx. 623 sq.ft.,"For Rent $165,000",@$265,Market,Latest Stock
 ,08/03/2019,Cheung Sha Wan,"No. 0495, Sing Shun Centre, Castle Peak Road, Cheung Sha Wan, Kowloon",6,6,Approx. 523 sq.ft.,"For Rent $13,075",@$25,Market,Latest Stock
 ,08/03/2019,Causeway Bay,"No. 0489, Causeway Bay Plaza 1, Hennessy Road, Causeway Bay, Hong Kong",14,02-03,"Approx. 2,783 sq.ft.","For Rent $108,537",@$39,Land Registry,Latest Stock
 ,08/03/2019,Kwun Tong,"No. 0052-0054, Hewlett Centre, Hoi Yuen Road, Kwun Tong, Kowloon",1,09+08(A),"Approx. 5,656 sq.ft.","For Rent $90,496",@$16,Market,Latest Stock
 ,20/05/2019,Wong Chuk Hang,"No. 0035, Kingley Industrial Building 1, Yip Kan Street, Wong Chuk Hang, Hong Kong",21,L,Approx. 613 sq.ft.,"For Rent $8,000",@$13,Market,Latest Stock
 ,20/05/2019,San Po Kong,"No. 0032, Laurels Industrial Centre, Tai Yau Street, San Po Kong, Kowloon",17,03-04portion,"Approx. 1,966 sq.ft.","For Rent $29,500",@$15,Market,Latest Stock
 ,20/05/2019,Tsuen Wan,"No. 0030-0038, Waylee Industrial Centre, Tsuen King Circuit, Tsuen Wan, New Territories",1,"A,C","Approx. 8,815 sq.ft.","For Rent $85,000",@$10,Market,Latest Stock
 ,20/05/2019,Cheung Sha Wan,"No. 79, The Globe, Wing Hong Street, Cheung Sha Wan, Kowloon",21,A,"Approx. 1,158 sq.ft.","For Rent $28,888",@$25,Market,Latest Stock
 ,20/05/2019,To Kwa Wan,"Shop D3 on G/F, , May Court, No.0038-0044 Pau Chung Street, To Kwa Wan, Kowloon",-,-,Approx. 200 sq.ft.,"For Rent $17,000",@$85,Market,Latest Stock
 ,20/05/2019,Happy Valley,"Shop 6 on G/F, , No.0039E Sing Woo Road, Happy Valley, Hong Kong",-,-,Approx. 600 sq.ft.,"For Rent $50,000",@$83,Market,Latest Stock
